region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, "
North America,2003.0,-72.47663333333333,38.8801,0.8066666666666666,107271762.0,-1.6649999999999998,76.695,67.265,2482.605,38.11,-2.445,34.71,-216.105,-1.7650000000000001,37.155,48316.45,47245.455,36097.055,33875.15,6247.145,6176.925,19.560000000000002,161.16500000000002,1.23,21.104999999999997,6.785
North America,2004.0,-72.47663333333333,38.8801,0.84,108269897.66666667,-1.43,77.58,69.005,3147.015,40.21,-1.735,34.695,-217.59,-1.405,36.435,49518.315,48438.095,38005.06,36903.225,6655.25,6620.099999999999,20.745,162.64499999999998,1.79,22.02,6.35
North America,2005.0,-72.47663333333333,38.8801,0.8366666666666666,109274835.33333333,-1.9100000000000001,78.92,68.055,3245.005,37.59,-0.7599999999999999,35.465,-165.665,-0.77,36.225,50704.59,49606.425,40134.259999999995,40232.59,7101.9,7105.07,21.375,164.16,3.77,23.005,5.92
North America,2006.0,-72.47663333333333,38.8801,0.85,110338536.33333333,-2.23,80.41,67.06,3321.245,35.48,-0.09999999999999987,36.075,-132.33,-0.505,36.175,51589.979999999996,50479.56,42076.875,43386.205,7524.385,7566.9800000000005,22.145,165.73000000000002,5.27,23.57,5.45
North America,2007.0,-72.47663333333333,38.8801,0.8300000000000001,111395040.0,-2.1399999999999997,81.415,65.765,3464.705,33.86,-0.545,36.02,-204.665,-1.045,36.565,52093.89,50967.39,43624.649999999994,46293.115,7872.735,7960.389999999999,21.145,167.375,5.25,23.25,5.325
North America,2008.0,-72.47663333333333,38.8801,0.8733333333333334,112468785.66666667,-2.29,81.185,70.81,3969.8250000000003,35.254999999999995,-3.225,34.81,-359.48,-2.62,38.035,51803.375,50657.705,44202.115000000005,47528.625,8022.41,8132.845,19.75,168.96,3.05,22.595,5.98
North America,2009.0,-72.47663333333333,38.8801,0.86,113488686.66666667,-2.77,78.30999999999999,83.00999999999999,4737.445,43.735,-8.54,33.915,-523.205,-4.27,42.45,49882.635,48795.96,42902.75,43999.149999999994,7875.9,7912.72,16.495,170.475,1.12,19.884999999999998,8.82
North America,2010.0,-72.47663333333333,38.8801,0.3866666666666667,114463893.0,-3.2199999999999998,78.025,88.35499999999999,5499.13,48.675,-7.88,33.61,-683.9300000000001,-5.92,41.485,50812.66,49701.770000000004,44208.245,48015.325,8175.415,8304.699999999999,17.695,171.845,0.52,21.11,8.805
North America,2011.0,-72.47663333333333,38.8801,0.27999999999999997,115320255.33333333,-2.8200000000000003,78.55499999999999,90.805,6222.415,52.205000000000005,-6.505,33.730000000000004,-581.1850000000001,-4.865,40.239999999999995,51568.175,50408.770000000004,45772.72,51057.5,8486.705,8667.965,18.97,173.11,0.51,21.625,8.215
North America,2012.0,-72.47663333333333,38.8801,0.7266666666666667,116203336.66666667,-3.0549999999999997,79.96,94.365,6809.035,54.864999999999995,-5.279999999999999,33.81,-439.55499999999995,-3.58,39.085,52136.735,50985.97,46957.125,52153.565,8832.574999999999,9012.705,20.060000000000002,174.395,0.69,22.445,7.705
North America,2013.0,-72.47663333333333,38.8801,0.6866666666666666,117047223.33333333,-2.575,80.815,95.47,7122.844999999999,55.59,-3.03,34.935,-284.515,-2.28,37.965,52763.195,51596.05,48716.095,52890.215,9169.475,9315.715,20.485,175.64999999999998,0.41,22.66,7.23
North America,2014.0,-72.47663333333333,38.8801,0.65,117934527.0,-2.21,82.06,95.045,7398.985,54.839999999999996,-1.9399999999999997,34.989999999999995,-246.325,-1.605,36.925,53719.375,52530.235,50418.325,53022.75,9574.34,9666.515,21.455,176.965,0.33,22.84,6.545
North America,2015.0,-72.47663333333333,38.8801,0.5433333333333333,118801102.66666667,-2.865,83.39999999999999,97.91499999999999,7652.205,54.605,-1.81,35.78,-247.01999999999998,-1.32,37.585,54300.835,53164.35,50775.515,50237.490000000005,9916.6,9897.404999999999,20.235,178.25,0.48,22.490000000000002,6.09
North America,2016.0,-72.47663333333333,38.8801,0.2666666666666666,119705117.33333333,-2.5999999999999996,84.75999999999999,99.16499999999999,7952.82,55.21,-2.4050000000000002,35.705,-351.705,-1.825,38.11,54558.66499999999,53444.565,52285.71000000001,50199.98,10211.744999999999,10136.55,19.200000000000003,179.57500000000002,1.06,21.590000000000003,5.9350000000000005
North America,2017.0,-72.47663333333333,38.8801,0.25666666666666665,120530911.0,-2.34,85.875,98.15,8299.255,54.879999999999995,-2.36,35.585,-423.78,-2.295,37.94,55544.630000000005,54404.0,54404.0,52655.44,10660.11,10596.305,19.97,180.815,1.48,22.04,5.34
North America,2018.0,-72.47663333333333,38.8801,0.6633333333333333,121269728.66666667,-2.34,87.21,98.32,8864.244999999999,54.815000000000005,-3.095,35.114999999999995,-595.63,-3.225,38.209999999999994,56401.994999999995,55293.285,56620.86,54723.515,11234.220000000001,11164.03,19.814999999999998,181.935,2.49,22.06,4.86
North America,2019.0,-72.47663333333333,38.8801,0.63,121964234.33333333,-2.14,88.29,98.65,9305.175,54.955,-3.3499999999999996,35.105000000000004,-733.865,-3.735,38.45,56938.42999999999,55859.494999999995,58221.825,55762.619999999995,11677.115,11584.83,19.634999999999998,182.995,2.32,21.855,4.67
North America,2020.0,-72.47663333333333,38.8801,,184025500.0,-2.055,82.21000000000001,122.915,11609.025,76.575,-19.32,32.935,-1794.045,-15.735,52.254999999999995,53234.09,52327.18,55310.085,52565.725000000006,11308.135,11203.765,18.54,184.01999999999998,0.74,20.86,9.32
North America,2021.0,-72.47663333333333,38.8801,,185126000.0,-2.27,84.55499999999999,124.30499999999999,12328.685000000001,77.88,-8.695,33.055,-933.02,-7.705,41.755,55002.7,54028.46,58370.015,56007.39,11933.125,11842.32,18.479999999999997,184.93,0.41,21.075,7.585
North America,2022.0,-72.47663333333333,38.8801,,186215000.0,-2.26,,124.58500000000001,13167.189999999999,78.965,-5.9399999999999995,34.22,-766.535,-5.635,40.155,56325.005,55332.725000000006,60842.55500000001,58656.145000000004,12507.115000000002,12422.175000000001,18.865000000000002,185.845,,21.45,6.315
North America,2023.0,-72.47663333333333,38.8801,,187292500.0,-2.245,,124.0,13786.689999999999,78.845,-4.27,34.655,-678.565,-4.145,38.925,57226.805,56231.495,62951.39,61029.32,13023.765,12948.305,19.025,186.765,,21.575000000000003,5.859999999999999
North America,2024.0,-72.47663333333333,38.8801,,188361000.0,-2.2199999999999998,,123.005,14434.36,78.31,-3.42,34.894999999999996,-671.125,-3.34,38.315,57875.815,56888.520000000004,64904.785,63288.65,13524.404999999999,13460.289999999999,19.165,187.69,,21.685000000000002,5.645
North America,2025.0,-72.47663333333333,38.8801,,189424500.0,-2.11,,121.565,15257.105,78.34,-2.885,35.125,-694.495,-2.8099999999999996,38.015,58480.305,57503.455,66890.385,65600.705,14040.115,13988.425,19.395,188.61499999999998,,21.79,5.47
South Asia,1980.0,79.7386875,22.968335,2.23875,112577571.5,-5.215,,,,,-7.0,9.63,,,12.95,32209.746666666662,2050.5285714285715,774.41,304.18666666666667,72.28142857142856,37.92666666666667,12.375,127.56714285714284,,24.02,
South Asia,1981.0,79.7386875,22.968335,2.115,115278329.5,-3.7085714285714286,,,,,-4.505,23.266666666666666,,,32.46,31423.545714285712,2141.282857142857,884.6528571428572,320.74000000000007,83.8757142857143,37.605714285714285,14.141428571428571,130.66142857142856,,19.953333333333333,
South Asia,1982.0,79.7386875,22.968335,2.0062499999999996,118039398.375,-11.907142857142857,,,,,-2.4450000000000003,18.85,,,24.165,32483.72428571429,2216.152857142857,971.8357142857143,335.78999999999996,92.69857142857144,38.95428571428571,14.304285714285713,133.82714285714286,,21.945000000000004,
South Asia,1983.0,79.7386875,22.968335,1.94125,120854556.5,-12.215714285714286,,,,,-3.55,21.12666666666667,,,28.555,33150.11,2256.7042857142856,1029.6485714285714,341.25714285714287,102.83142857142856,41.222857142857144,15.041428571428572,137.04857142857142,,22.41333333333333,3.85
South Asia,1984.0,79.7386875,22.968335,1.94625,123716026.875,-11.307142857142859,,,,,-1.26,21.73,,,26.34,35050.24428571428,2410.1114285714284,1135.34,367.68285714285713,110.84,41.28142857142858,16.372857142857146,140.31,,22.826666666666668,3.75
South Asia,1985.0,79.7386875,22.968335,2.005,126617787.75,-8.948571428571428,,,,,-6.88,22.94333333333333,,,34.1,36666.14428571429,2542.3399999999997,1233.9557142857143,383.1942857142857,120.78999999999999,44.681428571428576,16.97714285714286,143.60142857142858,,23.718333333333334,3.65
South Asia,1986.0,79.7386875,22.968335,2.0737500000000004,129554736.5,-8.755714285714285,,,,,-4.145,23.549999999999997,,,31.55,37900.491428571426,2634.2285714285717,1303.6585714285716,408.8014285714285,129.30428571428573,47.19714285714286,15.799999999999999,146.92285714285717,,22.531666666666666,3.3
South Asia,1987.0,79.7386875,22.968335,2.13375,132526067.375,-5.832857142857144,,,,,-2.475,24.293333333333333,,,30.669999999999998,38959.27857142857,2750.425714285714,1392.1771428571428,419.08714285714285,137.89142857142858,52.3,19.664285714285715,150.26999999999998,,21.14,3.07
South Asia,1988.0,79.7386875,22.968335,2.23875,135535144.375,-4.587142857142857,,,,,-3.1799999999999997,21.982499999999998,,,27.790000000000003,40457.944285714286,2891.31,1513.7,462.02714285714285,154.6942857142857,55.95,19.19142857142857,153.63714285714286,,22.87666666666667,3.14
South Asia,1989.0,79.7386875,22.968335,2.3862500000000004,138587800.375,-5.67,,,,,-7.5633333333333335,19.5225,,,28.673333333333332,41550.94,3002.46,1631.4585714285715,475.19571428571425,169.66,56.87571428571429,20.178571428571434,157.0257142857143,,21.948333333333334,3.14
South Asia,1990.0,79.7386875,22.968335,2.54375,141686899.5,-2.5885714285714285,,81.6,,,-6.92,19.003333333333334,,,26.712,42340.50428571429,2991.412857142857,1691.482857142857,507.3771428571428,185.39142857142855,61.085714285714296,22.774285714285718,160.47857142857143,,23.80285714285714,9.515
South Asia,1991.0,79.7386875,22.968335,2.6975000000000002,144831952.125,-3.84,,79.265,,,-5.134,20.388333333333332,,,26.964,44562.555714285714,3101.671428571429,1813.3285714285714,518.2385714285714,195.91714285714286,55.059999999999995,20.529999999999998,163.85,,23.220000000000002,10.26
South Asia,1992.0,79.7386875,22.968335,2.7750000000000004,148016664.25,-7.361428571428571,,78.99,,,-5.636000000000001,19.821666666666665,,,26.580000000000002,44520.67142857142,3158.5457142857144,1887.314285714286,546.2257142857142,211.33571428571426,58.44714285714286,20.034285714285716,167.54,,26.21285714285714,10.21
South Asia,1993.0,79.7386875,22.968335,2.71875,151230973.25,-6.88,,74.50333333333334,,,-4.833333333333333,20.89166666666667,,,25.721666666666668,46264.462857142855,3253.4728571428573,1989.4514285714288,575.8357142857143,225.81285714285715,57.88714285714286,20.16714285714286,171.0,,25.99285714285714,9.254999999999999
South Asia,1994.0,79.7386875,22.968335,2.5500000000000003,154461733.625,-4.840000000000001,,71.0225,,,-4.05,21.165,,,25.21166666666667,48636.29428571429,3398.552857142857,2121.991428571429,614.777142857143,244.9714285714286,65.56571428571428,24.032857142857143,174.48,,27.740000000000006,8.985
South Asia,1995.0,79.7386875,22.968335,2.3474999999999997,157698469.5,-0.38142857142857156,,64.235,,,-4.215,21.115,,,25.331666666666667,50929.30285714286,3557.2200000000003,2266.6814285714286,698.9928571428571,267.3985714285714,72.84857142857143,24.397142857142857,177.97857142857143,,27.087142857142858,8.82
South Asia,1996.0,79.7386875,22.968335,2.1475,160934523.75,-0.7199999999999998,,62.465,,,-3.35,20.878333333333334,-976.27,-7.02,24.228333333333335,54926.351428571434,3786.4857142857145,2457.094285714285,750.21,292.31142857142856,78.75999999999999,27.365714285714287,181.49714285714282,,27.294285714285714,8.33
South Asia,1997.0,79.7386875,22.968335,1.9887500000000002,164168297.125,-1.57,,55.932,,,-3.9983333333333335,19.473333333333333,-1271.91,-8.06,23.474999999999998,58545.037142857145,4001.5799999999995,2637.3299999999995,837.9114285714285,309.25714285714287,82.55571428571429,25.459999999999997,185.02999999999997,,26.24857142857143,8.31
South Asia,1998.0,79.7386875,22.968335,1.9125,167400338.5,0.04428571428571458,,58.032000000000004,,,-4.175,18.415,-1720.39,-9.51,22.59333333333333,59297.99571428571,4138.2528571428575,2752.6857142857143,860.6914285714286,329.73857142857145,83.69857142857141,26.33428571428571,188.56285714285713,,25.709999999999997,7.529999999999999
South Asia,1999.0,79.7386875,22.968335,1.9337499999999999,170633491.0,-1.682857142857143,,61.41799999999999,,,-3.901666666666667,20.03,-1792.22,-9.06,23.929999999999996,61278.270000000004,4300.9971428571425,2900.894285714286,887.91,359.4057142857143,88.84999999999998,23.63714285714286,192.09,,24.744285714285713,7.375
South Asia,2000.0,79.7386875,22.968335,2.0187500000000003,173868258.0,-2.3400000000000003,,62.793333333333344,,,-4.527142857142857,18.93857142857143,-1822.59,-8.43,23.467142857142857,64444.05857142858,4472.861428571429,3084.2599999999998,920.1242857142857,382.9742857142857,90.99428571428571,24.391428571428573,195.59285714285713,,26.419999999999998,7.695
South Asia,2001.0,79.7386875,22.968335,2.1225,177102869.875,-1.5157142857142862,,67.19333333333333,3553.43,78.32,-6.514285714285713,18.798571428571428,-2557.31,-10.87,25.311428571428575,64357.55714285715,4519.61,3182.5914285714284,884.4828571428571,408.33,93.11142857142856,26.34857142857143,199.17142857142858,,27.475714285714282,7.86
South Asia,2002.0,79.7386875,22.968335,2.1887499999999998,180330507.25,2.57625,,109.9742857142857,3487.42,72.67,-4.36375,17.30125,-2687.13,-10.38,21.661250000000003,60587.50125,4242.69125,3034.3274999999994,833.0287499999998,379.28375,86.13000000000001,29.84875,180.045,,27.392500000000002,8.535
South Asia,2003.0,79.7386875,22.968335,2.17625,183540552.75,1.4700000000000002,,91.35875,3487.84,66.37,-4.57875,16.223750000000003,-3144.73,-10.94,20.8025,65667.5925,4737.77,3433.4849999999997,977.1012499999999,414.53125,100.31750000000001,29.82125,183.22125,,27.963749999999997,6.156666666666666
South Asia,2004.0,79.7386875,22.968335,2.0725000000000002,186719730.75,1.2662500000000003,,87.46375,3623.23,59.6,-2.80875,17.25,-2888.16,-8.82,20.057500000000005,68569.2475,4947.47,3683.055,1103.48,457.78249999999997,116.34750000000001,31.081249999999994,186.2775,,30.43375,6.163333333333334
South Asia,2005.0,79.7386875,22.968335,1.91375,189857694.0,-3.46375,,81.1875,3811.4,54.41,-4.3225,18.4375,-2719.09,-7.36,22.761249999999997,69458.91875,4823.615,3728.2037499999997,1144.6625,514.0675,133.2125,29.134999999999998,189.29125,,31.257499999999997,6.163333333333334
South Asia,2006.0,79.7386875,22.968335,1.745,192951337.0,-1.1625000000000005,,55.536249999999995,4001.94,48.71,-2.70625,19.57375,-2772.31,-6.51,22.2775,75875.05500000001,5400.981249999999,4281.209999999999,1377.2175,574.97,151.11749999999998,28.744999999999997,192.255,,29.834999999999997,5.333333333333333
South Asia,2007.0,79.7386875,22.968335,1.6124999999999998,196000394.875,6.13,,51.6975,4344.96,47.02,-2.77625,20.131249999999998,-2449.63,-5.03,22.909999999999997,80680.85250000001,5746.77,4677.07375,1603.52375,643.2825,191.19125,37.48,195.20000000000002,,32.055,5.033333333333334
South Asia,2008.0,79.7386875,22.968335,1.5462500000000001,199001352.375,-2.2075,,50.875,5651.41,53.13,-5.3812500000000005,18.87125,-4918.56,-8.61,24.25125,84991.30375,6093.9675,5046.175000000001,1890.99125,683.35625,194.80499999999998,26.92375,198.52125000000004,,28.415,5.016666666666667
South Asia,2009.0,79.7386875,22.968335,1.56375,201951274.75,2.8650000000000007,,51.67125,7220.71,54.7,-5.51375,19.003749999999997,-6092.75,-9.33,24.51625,85979.29,6030.03875,5049.10375,1919.3075,738.1474999999999,213.94374999999994,32.53375,201.41875000000002,,30.29125,5.12
South Asia,2010.0,79.7386875,22.968335,1.6324999999999998,204849116.75,-0.8937499999999998,,48.66125,8428.01,56.69,-3.7075,20.372500000000002,-6908.26,-9.01,24.080000000000002,91430.74875,6389.19375,5411.58375,2161.56,814.07625,261.56374999999997,30.92,204.26749999999998,,31.6475,4.616666666666666
South Asia,2011.0,79.7386875,22.968335,1.69875,207691801.5,-4.084999999999999,,49.392500000000005,10220.27,55.92,-4.37125,19.346249999999998,-7405.26,-8.54,23.714999999999996,97387.92374999999,6791.39,5867.881249999999,2327.9887500000004,883.69875,283.93375000000003,29.98,207.06749999999997,,33.1725,4.383333333333334
South Asia,2012.0,79.7386875,22.968335,1.6700000000000002,210468391.25,-3.2449999999999997,,51.80125,11907.57,59.4,-4.367500000000001,19.8625,-7342.44,-7.31,24.2275,102965.87625,7064.007500000001,6326.311250000001,2446.7487499999997,964.9487499999998,287.035,30.401250000000005,209.815,,33.75125,4.016666666666667
South Asia,2013.0,79.7386875,22.968335,1.77375,213221506.25,-3.73125,,54.5925,13592.49,60.72,-4.128749999999999,19.275,-7529.25,-6.58,23.40375,106481.6125,7340.402499999999,6745.619999999999,2625.88375,1016.7012500000001,294.52625,27.8275,212.53124999999997,,30.931250000000002,4.426666666666667
South Asia,2014.0,79.7386875,22.968335,1.8037500000000002,215955120.875,-2.995,,53.57875,14620.41,58.09,-3.19625,20.242500000000003,-8479.89,-6.69,23.43875,110929.69125,7662.868750000001,7234.2625,2812.8149999999996,1068.57,322.6725,27.328750000000003,215.18625,,29.83625,4.3
South Asia,2015.0,79.7386875,22.968335,1.8025,218677133.5,-3.65,,53.87,15982.83,58.24,-3.89375,19.9375,-9748.75,-7.03,23.83125,114818.4975,7897.13,7667.280000000001,3006.115,1128.37875,337.14625,26.529999999999998,217.83374999999998,,29.965000000000003,4.366666666666667
South Asia,2016.0,79.7386875,22.968335,1.83625,221395899.25,-5.141249999999999,,57.49875,17815.08,61.27,-3.68625,21.191250000000004,-11230.14,-7.37,24.8775,119401.78125,8240.38125,8109.626250000001,3118.2799999999997,1212.3675000000003,365.19249999999994,24.4225,220.47125,,29.0975,4.153333333333333
South Asia,2017.0,79.7386875,22.968335,1.83875,224104451.0,-5.93625,,56.85875,19633.93,61.51,-4.48125,20.79125,-10724.37,-6.38,25.275000000000002,123915.04625000001,8611.91625,8611.91625,3360.49,1298.6174999999998,418.19875,25.464999999999996,223.10000000000002,,30.884999999999998,4.453333333333333
South Asia,2018.0,79.7386875,22.968335,1.7775,226798593.0,-7.062499999999999,,59.91625,23021.54,66.51,-4.4325,21.6125,-13273.37,-7.11,26.04625,128107.40875,8954.98875,9169.995,3601.27375,1410.79,430.48875000000004,25.12875,225.71249999999998,,31.69875,4.975
South Asia,2019.0,79.7386875,22.968335,1.6149999999999998,229472092.75,-6.758749999999999,,62.3875,29300.24,77.16,-5.4875,19.82875,-16691.49,-8.2,25.316249999999997,131506.71125,9240.7275,9631.5225,3695.29,1497.13375,448.675,24.12,228.43874999999997,,31.4225,4.4399999999999995
South Asia,2020.0,79.7386875,22.968335,,232107625.0,-6.527500000000001,,75.13250000000001,33243.18,79.67,-9.45375,18.152499999999996,-21771.73,-10.16,27.603749999999998,121692.70375,8322.651249999999,8797.083750000002,3567.59,1388.765,435.70571428571424,22.095000000000002,231.05375,,28.62375,6.425
South Asia,2021.0,79.7386875,22.968335,,234716625.0,-4.89375,,76.69375,36497.46,79.15,-7.9975000000000005,19.060000000000002,-21056.06,-9.17,27.058750000000003,127425.82625,8783.89375,9489.73875,3894.3042857142855,1533.07625,474.3971428571429,24.26625,233.68125,,29.159999999999997,6.055
South Asia,2022.0,79.7386875,22.968335,,237298375.0,-3.49875,,75.48625000000001,39588.67,76.07,-6.1775,19.75,-22279.06,-8.88,25.92625,134348.7875,9324.465,10252.96125,4261.672857142857,1676.0874999999999,518.1557142857142,26.40375,236.33,,29.904999999999998,5.2
South Asia,2023.0,79.7386875,22.968335,,239846750.0,-2.9862500000000005,,74.0025,42536.89,72.92,-5.32,20.106249999999996,-24546.03,-8.93,25.42375,140719.70625000002,9802.98625,10974.48375,4583.42,1829.6162500000003,564.1285714285715,27.053749999999997,238.98875,,30.053749999999997,4.675000000000001
South Asia,2024.0,79.7386875,22.968335,,242355250.0,-1.25375,,71.67125,44760.15,68.81,-4.470000000000001,20.5375,-27221.18,-8.99,25.008750000000003,147328.07124999998,10295.755000000001,11746.547499999999,4913.262857142857,1996.7512500000003,612.6385714285715,28.802500000000002,241.66250000000002,,30.06125,4.7
South Asia,2025.0,79.7386875,22.968335,,244818375.0,-0.46499999999999997,,69.8025,47131.23,64.93,-4.26875,20.533749999999998,-30147.78,-9.01,24.80125,153844.24625000003,10753.732499999998,12509.182499999999,5234.465714285713,2176.5062500000004,663.6328571428572,29.748749999999998,244.23000000000002,,30.21375,4.725
Sub-Saharan Africa ,1980.0,16.672209166666672,-0.9744029375000002,2.8110416666666667,7983088.166666667,-7.606410256410259,,146.23,,,-36.47666666666667,17.175,,,50.864285714285714,426126.94923076924,3198.1315384615386,1319.3646153846157,1004.5058974358975,8.6325,7.888000000000001,7.7418918918918935,8.86560975609756,,31.106857142857145,14.786666666666667
Sub-Saharan Africa ,1981.0,16.672209166666672,-0.9744029375000002,2.8489583333333326,8214207.416666667,-8.216410256410258,,221.07,,,-33.61333333333333,14.341666666666669,,,46.4,417793.6141025641,3151.8784615384616,1421.3264102564099,999.6510256410254,9.757499999999999,8.2595,8.847027027027028,9.112682926829269,,28.234000000000005,16.9075
Sub-Saharan Africa ,1982.0,16.672209166666672,-0.9744029375000002,2.8554166666666663,8451852.145833334,-7.597179487179487,,260.67,,,-25.881249999999998,18.265,,,43.300000000000004,416478.4874358975,3146.7451282051284,1507.3353846153843,961.1535897435897,10.43,8.309750000000003,14.449459459459456,9.37560975609756,,29.739999999999995,17.878
Sub-Saharan Africa ,1983.0,16.672209166666672,-0.9744029375000002,2.8410416666666656,8696368.354166666,-4.747179487179488,,259.29,,,-21.077777777777776,21.63888888888889,,,41.869,408618.9433333333,3100.647435897436,1543.8984615384613,872.2289743589744,10.814000000000002,7.644250000000001,13.689999999999998,9.647317073170733,,25.994722222222222,17.982
Sub-Saharan Africa ,1984.0,16.672209166666672,-0.9744029375000002,2.8522916666666664,8948373.708333334,-2.6399999999999997,,204.625,,,-14.794999999999998,21.602999999999998,,,36.21363636363637,407831.35871794866,3111.6561538461538,1604.621282051282,728.8041025641025,11.530999999999999,6.07525,14.357631578947363,9.938536585365853,,24.152432432432423,17.72
Sub-Saharan Africa ,1985.0,16.672209166666672,-0.9744029375000002,2.8370833333333336,9208083.541666666,-3.157948717948718,,163.755,,,-11.08090909090909,19.478181818181817,,,30.618333333333336,408137.49230769236,3162.2489743589736,1682.750512820513,711.5382051282049,12.023499999999999,5.52875,12.977631578947367,10.248536585365851,,23.39918918918919,17.534
Sub-Saharan Africa ,1986.0,16.672209166666672,-0.9744029375000002,2.82375,9475742.270833334,-3.6046153846153848,,144.93,,,-12.931818181818182,19.264545454545456,-0.32,-0.58,32.455000000000005,405089.8243589743,3177.5156410256413,1723.9876923076924,838.7679487179487,12.65775,6.329500000000001,12.516578947368421,10.541951219512196,,22.329459459459464,16.716
Sub-Saharan Africa ,1987.0,16.672209166666672,-0.9744029375000002,2.87875,9751107.666666666,-2.4407499999999995,,135.36,,,-16.473636363636363,20.92818181818182,-0.77,-1.28,37.26416666666667,387247.365897436,3121.6356410256403,1731.0917948717945,879.3843589743591,13.335999999999999,6.9350000000000005,13.252105263157894,10.846341463414632,,22.84864864864865,15.772
Sub-Saharan Africa ,1988.0,16.672209166666672,-0.9744029375000002,2.7291666666666665,10033214.416666666,-4.787249999999999,,99.28999999999998,,,-18.339166666666667,21.111666666666665,-0.91,-1.4,38.867692307692316,392755.524102564,3222.0035897435896,1851.9956410256411,941.0848717948719,14.344249999999999,7.388250000000001,13.457631578947366,11.146341463414634,,24.988918918918916,15.435999999999998
Sub-Saharan Africa ,1989.0,16.672209166666672,-0.9744029375000002,2.621874999999999,10320987.3125,-4.01525,,81.5575,,,-5.207333333333334,23.403333333333332,-0.56,-0.82,28.938125,405042.2433333334,3324.413076923077,1990.373333333333,953.8758974358975,15.29125,7.65125,13.85461538461538,11.467804878048785,,24.745641025641024,15.748
Sub-Saharan Africa ,1990.0,16.672209166666672,-0.9744029375000002,2.4820833333333323,10613580.229166666,-5.798181818181818,,70.84700000000001,,,-9.105714285714287,22.60090909090909,-0.62,-0.84,32.033181818181816,450318.9306976744,3412.841627906977,2117.248837209302,1074.4911363636363,19.16325581395349,9.054772727272727,17.282439024390246,11.225,,24.14048780487805,15.898000000000001
Sub-Saharan Africa ,1991.0,16.672209166666672,-0.9744029375000002,2.35375,10910977.354166666,-7.47909090909091,,74.203,,,-13.158695652173913,20.689583333333328,-0.14,-0.19,34.19416666666666,441744.1195348838,3410.861395348838,2189.1137209302324,1054.2256818181818,19.877441860465115,9.178181818181814,15.283170731707317,11.55522727272727,,22.19975609756098,16.296
Sub-Saharan Africa ,1992.0,16.672209166666672,-0.9744029375000002,2.204166666666666,11213468.104166666,-6.208636363636364,,109.88583333333332,5.52,18.69,-26.07199999999999,21.119230769230764,-0.84,-1.04,47.118461538461546,420445.4938636364,3340.5320454545454,2191.403863636364,1056.7484444444447,19.93795454545455,8.906666666666666,15.193333333333337,11.677999999999999,,22.817142857142862,16.304
Sub-Saharan Africa ,1993.0,16.672209166666672,-0.9744029375000002,2.1670833333333337,11521257.541666666,-4.099333333333335,,88.045,6.484999999999999,23.075000000000003,-12.548,21.961153846153845,-1.02,-1.19,34.81346153846154,415659.86818181816,3351.180681818182,2251.087954545455,1023.4955555555556,20.728636363636365,8.931111111111113,15.784047619047618,12.018,,22.460714285714282,16.560000000000002
Sub-Saharan Africa ,1994.0,16.672209166666672,-0.9744029375000002,2.225208333333334,11834833.5,-3.762222222222222,,101.07357142857143,7.58,24.43,-21.698518518518515,20.949642857142855,-17.395000000000003,-1.62,42.513928571428565,412226.17136363644,3318.134545454545,2276.5143181818175,934.1360000000002,21.51909090909091,8.677777777777777,18.312380952380952,12.34511111111111,,26.425238095238097,16.642000000000003
Sub-Saharan Africa ,1995.0,16.672209166666672,-0.9744029375000002,2.3210416666666664,12154442.9375,-6.75111111111111,,83.44125000000001,270.6433333333334,39.333333333333336,-7.153103448275861,20.52266666666667,4.82,-1.88,28.00500000000001,418532.2711363636,3395.310454545454,2378.878409090909,1039.9931111111111,22.86113636363637,10.654000000000003,14.585714285714285,12.637555555555556,,23.51642857142857,14.048333333333334
Sub-Saharan Africa ,1996.0,16.672209166666672,-0.9744029375000002,2.4937500000000004,12480578.729166666,-6.593555555555555,,72.49352941176471,265.6366666666667,36.766666666666666,-2.4048387096774198,19.48875,2.0549999999999997,-2.02,22.190000000000005,419584.9134090908,3491.598181818183,2491.9220454545457,1082.9133333333332,24.389999999999997,11.977333333333336,15.005714285714284,12.966666666666667,,24.28333333333333,14.435
